Species,Country.of.Origin,Region,Bag.Weight,In.Country.Partner,Harvest.Year,Variety,Processing.Method,Color,Number.of.Bags,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,altitude_mean_meters,grading_year,grading_month
0,8,106,37,14,13,28,4,2,300,90.58,0.12,0,0.0,0,2075.0,2015,4
0,8,106,37,14,13,14,4,2,300,89.92,0.12,0,0.0,1,2075.0,2015,4
0,8,211,37,14,13,28,0,2,320,89.0,0.11,0,0.0,2,2000.0,2015,3
0,8,106,37,14,13,14,4,2,300,88.83,0.12,0,0.0,2,2075.0,2015,4
0,8,261,37,14,13,14,0,2,50,88.25,0.1,0,0.0,4,1822.5,2015,3
0,8,211,37,14,13,28,0,3,300,88.08,0.1,0,0.0,1,1905.0,2015,3
0,30,10,2,2,13,14,4,3,10,87.92,0.0,0,0.0,0,1872.0,2015,3
0,30,10,2,2,13,14,4,3,10,87.92,0.0,0,0.0,0,1943.0,2015,3
0,30,10,2,2,13,14,4,3,10,87.58,0.0,0,0.0,0,2080.0,2015,3
0,2,318,37,25,15,3,4,2,3,87.25,0.1,0,0.0,0,1450.0,2016,4
0,8,101,37,6,13,7,0,3,250,87.25,0.0,0,0.0,8,1850.0,2015,3
0,30,10,2,2,13,14,4,3,10,87.25,0.0,0,0.0,0,2019.0,2015,3
0,4,240,23,18,13,5,4,2,250,87.17,0.11,0,0.0,2,1300.0,2014,4
0,18,307,2,0,10,14,4,2,14,87.17,0.13,0,0.0,0,1320.0,2012,7
0,30,10,2,2,13,14,4,3,10,87.08,0.0,0,0.0,0,2112.0,2015,3
0,0,265,37,15,8,2,0,2,3,86.92,0.12,0,0.0,2,1250.0,2011,12
0,29,132,37,24,11,20,4,2,100,86.83,0.12,0,0.0,1,1950.0,2014,6
0,11,65,40,12,17,5,5,2,275,86.67,0.1,0,0.0,3,1400.0,2017,5
0,26,153,33,18,15,24,2,2,20,86.58,0.0,0,0.0,0,1200.0,2016,5
0,0,295,37,15,8,2,0,2,29,86.42,0.12,0,0.0,2,1300.0,2011,12
0,4,302,17,19,16,5,4,0,250,86.33,0.0,0,0.0,0,1300.0,2015,12
0,8,211,37,14,13,28,0,2,320,86.25,0.1,0,0.0,3,1775.0,2015,3
0,14,187,2,13,11,22,4,0,320,86.25,0.12,0,0.0,1,1800.0,2014,5
0,30,10,2,2,13,14,4,3,10,86.17,0.0,0,0.0,0,1941.0,2015,3
0,28,46,2,18,10,5,4,2,53,86.17,0.1,1,0.0,9,1300.0,2012,4
0,0,270,37,18,6,27,5,3,300,86.17,0.08,0,0.0,2,12.0,2011,1
0,0,270,37,18,6,27,5,3,300,86.17,0.01,0,0.0,3,12.0,2011,1
0,26,193,9,18,15,2,3,2,10,86.08,0.12,0,0.0,0,1000.0,2015,6
0,14,201,37,13,13,21,0,1,12,86.08,0.11,0,0.0,2,1754.0,2015,1
0,0,265,37,15,8,2,3,0,7,86.08,0.11,0,0.0,2,1250.0,2011,12
0,3,290,15,18,11,5,4,2,1,86.0,0.12,1,0.0,1,1200.0,2014,3
0,14,140,2,18,11,21,4,2,1,86.0,0.11,0,0.0,1,1860.0,2014,2
0,29,260,37,1,10,14,4,0,1,86.0,0.1,0,0.0,0,1650.0,2012,2
0,8,251,36,11,5,28,5,3,300,86.0,0.01,0,0.0,4,1750.0,2010,6
0,29,87,37,24,11,20,0,2,1,85.92,0.12,0,0.0,0,1650.0,2014,6
0,3,112,41,2,11,5,4,0,275,85.92,0.0,1,0.0,0,1800.0,2013,7
0,21,27,37,19,19,8,4,1,37,85.83,0.08,0,1.0,0,1600.0,2017,10
0,8,211,37,14,13,28,4,2,320,85.83,0.1,0,0.0,4,1900.0,2015,4
0,9,1,2,3,10,2,4,2,150,85.83,0.12,0,0.0,3,1524.0,2012,7
0,9,200,2,3,10,4,4,1,275,85.83,0.1,0,0.0,1,1417.32,2012,6
0,22,88,37,18,10,28,4,1,7,85.75,0.12,0,0.0,1,1700.0,2012,10
0,7,11,15,18,11,2,4,0,275,85.58,0.1,0,0.0,3,1500.0,2013,3
0,7,16,2,18,10,2,3,3,19,85.58,0.11,0,0.0,0,1350.0,2013,1
0,21,27,37,6,13,5,0,3,100,85.5,0.09,2,0.0,2,1680.0,2015,5
0,14,142,37,6,13,21,0,2,16,85.5,0.1,0,0.0,3,1900.0,2015,5
0,8,211,37,14,15,14,0,2,320,85.5,0.12,0,0.0,7,1900.0,2015,3
0,29,30,37,24,11,20,4,2,320,85.5,0.12,0,0.0,1,1600.0,2014,6
0,9,111,40,3,11,2,4,2,250,85.5,0.11,0,0.0,1,1731.264,2013,2
0,29,131,37,24,11,20,4,2,150,85.42,0.12,0,0.0,5,1950.0,2014,6
0,0,265,37,15,8,2,3,0,5,85.42,0.11,0,0.0,1,1250.0,2011,12
0,7,11,3,18,4,28,5,3,2,85.42,0.01,0,0.0,0,1400.0,2010,5
0,2,318,37,25,15,3,0,2,3,85.33,0.1,0,0.0,0,1700.0,2016,4
0,9,111,24,6,13,15,0,2,36,85.33,0.11,0,0.0,1,1770.0,2015,5
0,4,304,23,18,13,5,4,1,250,85.33,0.0,0,0.0,0,1300.0,2014,5
0,4,240,23,18,13,5,4,1,250,85.33,0.1,0,0.0,2,1300.0,2014,5
0,14,38,37,13,10,22,4,2,20,85.33,0.0,0,0.0,2,1600.0,2013,4
0,14,38,37,13,10,22,4,2,300,85.33,0.0,0,0.0,6,1200.0,2013,3
0,3,245,41,2,15,5,4,2,275,85.25,0.11,0,0.0,0,1550.0,2015,4
0,3,245,41,2,13,5,0,2,250,85.25,0.12,0,0.0,2,1550.0,2014,1
0,13,157,37,18,10,25,3,2,54,85.17,0.11,0,0.0,3,1325.0,2012,11
0,9,111,2,18,10,5,4,3,250,85.17,0.0,0,0.0,7,1400.0,2012,1
0,3,215,41,2,15,5,0,3,250,85.08,0.0,0,0.0,0,2560.0,2015,8
0,8,12,37,18,13,28,0,2,100,85.08,0.1,2,0.0,7,1700.0,2014,10
0,3,72,41,2,10,5,0,2,250,85.08,0.11,0,0.0,8,2136.0,2012,3
0,29,89,37,24,17,20,4,2,200,85.0,0.11,0,0.0,1,1800.0,2017,7
0,4,279,30,18,17,4,4,2,36,85.0,0.12,1,1.0,1,1900.0,2017,1
0,18,297,24,9,15,26,4,2,1,85.0,0.09,0,0.0,3,1300.0,2016,9
0,14,38,37,13,10,22,4,2,38,85.0,0.0,0,0.0,5,1580.0,2013,4
0,0,103,37,15,10,13,0,2,31,85.0,0.12,0,0.0,3,1100.0,2012,2
0,18,173,2,18,7,15,5,3,1,85.0,0.0,0,0.0,0,1400.0,2011,4
0,9,59,40,18,5,28,5,3,275,85.0,0.04,0,0.0,1,1325.88,2010,9
0,3,112,41,2,15,5,4,2,252,84.92,0.12,0,0.0,1,1775.0,2015,10
0,26,193,29,18,15,26,3,2,20,84.92,0.11,0,0.0,0,800.0,2015,6
0,27,168,37,1,13,14,4,2,134,84.92,0.12,0,0.0,2,1620.0,2014,12
0,3,112,41,2,10,5,4,2,50,84.92,0.11,0,0.0,3,1775.0,2012,12
0,18,61,2,0,10,26,3,3,25,84.92,0.11,0,0.0,0,1200.0,2012,7
0,0,265,37,15,8,2,0,2,4,84.92,0.11,0,0.0,2,1200.0,2011,12
0,0,265,37,15,8,4,0,2,10,84.92,0.12,0,0.0,2,1000.0,2011,12
0,26,85,18,18,17,26,0,2,10,84.83,0.0,0,0.0,0,350.0,2016,5
0,29,87,37,24,11,20,0,2,1,84.83,0.12,0,0.0,1,1650.0,2014,6
0,8,251,36,11,5,28,5,3,300,84.83,0.1,0,0.0,2,1750.0,2010,6
0,8,251,36,11,5,28,5,3,300,84.83,0.1,0,0.0,4,1750.0,2010,6
0,14,201,37,13,13,22,4,2,150,84.75,0.13,0,0.0,0,1800.0,2015,6
0,11,164,2,12,13,4,4,2,275,84.75,0.11,0,0.0,4,1450.0,2014,4
0,7,241,40,18,7,28,5,3,250,84.75,0.15,0,0.0,3,1200.0,2011,8
0,20,127,36,18,3,28,5,3,2,84.75,0.18,0,0.0,2,925.0,2010,5
0,7,11,40,16,17,2,4,0,150,84.67,0.0,0,0.0,2,1350.0,2017,6
0,13,280,2,20,17,9,4,2,2,84.67,0.12,0,0.0,7,1200.0,2016,11
0,4,279,40,19,15,4,4,0,15,84.67,0.1,0,0.0,2,1150.0,2016,10
0,9,1,25,3,15,2,4,2,120,84.67,0.1,0,0.0,1,1600.0,2016,6
0,4,279,4,19,13,5,4,2,50,84.67,0.12,0,0.0,0,1750.0,2015,7
0,8,315,24,6,13,7,4,3,250,84.67,0.1,0,0.0,3,1900.0,2015,5
0,4,70,40,6,13,14,1,2,20,84.67,0.08,0,0.0,1,1750.0,2015,5
0,4,304,2,19,13,4,4,2,275,84.67,0.11,0,0.0,4,1200.0,2014,3
0,26,274,24,6,12,26,4,2,10,84.67,0.11,0,0.0,0,1000.0,2013,12
0,3,245,41,2,11,5,4,2,250,84.67,0.0,0,0.0,0,1550.0,2013,12
0,14,201,37,21,10,21,4,1,235,84.67,0.11,0,0.0,0,2000.0,2012,9
0,9,210,2,3,10,2,4,2,250,84.67,0.11,0,0.0,4,1310.64,2012,7
0,9,1,2,3,10,2,4,2,125,84.67,0.12,0,0.0,4,1524.0,2012,7
0,18,95,2,0,10,26,4,3,80,84.67,0.13,0,0.0,3,1200.0,2012,7
0,29,167,37,1,10,14,4,0,320,84.67,0.11,0,0.0,3,1775.0,2012,2
0,8,251,36,11,5,28,5,3,300,84.67,0.2,0,0.0,3,1750.0,2010,6
0,3,245,41,2,17,14,4,0,250,84.58,0.0,0,0.0,4,1500.0,2017,1
0,14,201,37,13,11,18,4,1,100,84.58,0.1,0,0.0,2,1800.0,2014,7
0,9,124,40,3,13,16,4,2,250,84.58,0.11,0,0.0,1,1524.0,2014,5
0,9,210,40,3,13,2,4,2,250,84.58,0.09,0,0.0,0,1219.2,2014,3
0,3,245,41,2,11,5,4,3,250,84.58,0.0,0,0.0,0,1550.0,2013,12
0,3,112,41,2,11,5,4,3,75,84.58,0.0,0,0.0,5,1750.0,2013,12
0,3,112,41,2,10,5,4,2,250,84.58,0.0,0,0.0,2,1750.0,2013,7
0,4,292,2,18,10,2,3,1,1,84.58,0.12,0,0.0,2,1575.0,2013,3
0,3,112,41,2,10,5,4,2,250,84.58,0.11,0,0.0,6,1800.0,2012,10
0,0,295,37,15,8,2,3,2,37,84.58,0.12,0,0.0,2,1300.0,2011,12
0,0,182,37,15,8,4,3,0,35,84.58,0.11,0,0.0,1,1100.0,2011,12
0,4,296,13,19,20,5,4,1,275,84.5,0.1,0,0.0,2,1200.0,2017,11
0,29,89,6,24,17,20,4,2,200,84.5,0.11,0,0.0,1,1750.0,2017,3
0,2,318,37,25,15,3,4,2,3,84.5,0.1,0,0.0,1,1680.0,2016,4
0,4,279,4,19,13,5,4,2,250,84.5,0.11,0,0.0,0,1700.0,2015,7
0,3,35,15,2,16,14,4,2,275,84.5,0.12,1,0.0,0,1800.0,2015,6
0,2,318,15,18,11,14,4,2,1,84.5,0.0,0,0.0,2,1100.0,2014,6
0,9,210,40,3,11,2,4,2,250,84.5,0.11,0,0.0,2,1310.64,2013,2
0,14,201,37,21,10,21,4,0,235,84.5,0.11,0,0.0,0,2000.0,2012,9
0,18,114,2,0,10,26,4,2,56,84.5,0.12,0,0.0,0,1350.0,2012,7
0,18,125,2,0,10,26,4,3,250,84.5,0.11,0,0.0,4,1500.0,2012,6
0,4,279,40,19,17,5,4,0,275,84.42,0.1,0,0.0,3,1300.0,2017,3
0,13,272,24,18,19,10,1,0,200,84.42,0.0,0,0.0,3,1400.0,2017,3
0,3,112,41,2,13,5,4,2,275,84.42,0.0,0,0.0,3,1775.0,2014,7
0,26,181,15,18,10,26,4,0,2,84.42,0.11,0,0.0,0,1200.0,2013,7
0,18,278,2,0,10,15,4,3,69,84.42,0.12,2,0.0,4,900.0,2012,6
0,14,201,37,13,20,21,4,2,150,84.33,0.11,0,0.0,4,1800.0,2017,8
0,11,65,38,12,17,5,5,2,275,84.33,0.1,0,0.0,3,1500.0,2017,5
0,11,39,40,12,17,4,4,2,275,84.33,0.11,0,1.0,2,1500.0,2016,4
0,3,112,41,2,15,5,0,2,250,84.33,0.11,6,0.0,0,442.0,2015,4
0,3,112,41,2,11,5,4,2,275,84.33,0.0,0,0.0,0,1800.0,2013,7
0,18,294,43,0,10,26,4,0,100,84.33,0.12,0,0.0,1,1700.0,2012,7
0,0,295,37,15,8,27,5,3,75,84.33,0.0,0,0.0,4,1275.0,2011,10
0,0,265,37,15,8,28,5,3,80,84.33,0.02,0,0.0,2,1050.0,2011,10
0,26,334,31,18,17,26,4,0,10,84.25,0.12,0,0.0,0,1000.0,2017,8
0,28,47,20,21,15,3,0,2,20,84.25,0.12,0,0.0,0,1200.0,2016,11
0,3,192,41,2,17,5,0,2,275,84.25,0.11,0,0.0,2,2560.0,2016,8
0,9,111,40,3,15,5,4,2,275,84.25,0.1,0,0.0,1,1099.4136,2016,4
0,2,318,37,25,15,3,0,2,3,84.25,0.1,0,0.0,1,1400.0,2016,4
0,3,112,41,2,15,5,4,2,275,84.25,0.11,0,0.0,3,1775.0,2015,11
0,3,112,41,2,15,5,4,2,248,84.25,0.12,4,0.0,2,1775.0,2015,10
0,3,35,15,2,16,14,4,2,275,84.25,0.12,0,0.0,0,1800.0,2015,6
0,3,112,41,2,15,5,0,2,250,84.25,0.12,3,0.0,0,442.0,2015,4
0,27,250,37,1,13,14,4,2,10,84.25,0.12,0,0.0,7,1620.0,2014,12
0,27,168,37,1,13,14,4,2,65,84.25,0.12,0,0.0,2,1600.0,2014,12
0,9,210,40,3,13,2,1,2,250,84.25,0.1,0,0.0,1,1219.2,2014,8
0,3,35,41,2,11,5,4,2,250,84.25,0.11,0,0.0,2,1700.0,2013,10
0,18,239,2,0,10,26,3,2,10,84.25,0.12,0,0.0,1,1450.0,2012,9
0,18,297,2,0,10,2,4,2,20,84.25,0.12,0,0.0,0,1170.0,2012,4
0,18,146,2,0,10,2,4,1,250,84.25,0.1,0,0.0,4,1400.0,2012,4
0,9,237,40,3,19,2,4,2,50,84.17,0.13,0,0.0,1,1700.0,2017,6
0,4,279,40,19,17,5,4,1,150,84.17,0.09,0,0.0,2,1700.0,2016,8
0,9,111,40,3,17,5,4,2,275,84.17,0.11,0,0.0,6,1116.7872,2016,6
0,9,263,40,3,17,5,4,2,377,84.17,0.1,0,1.0,10,1565.0,2016,6
0,9,198,40,3,17,2,4,2,130,84.17,0.1,0,0.0,2,3280.0,2016,6
0,3,112,41,2,15,5,4,1,275,84.17,0.0,0,0.0,0,1775.0,2015,8
0,20,127,15,19,15,5,0,1,275,84.17,0.12,0,0.0,0,1000.0,2015,8
0,0,41,35,8,15,4,0,3,305,84.17,0.0,0,0.0,16,1150.0,2015,4
0,4,279,40,17,13,5,4,0,320,84.17,0.0,0,0.0,0,1850.0,2015,4
0,8,262,37,14,13,8,0,2,320,84.17,0.1,0,0.0,5,1606.5,2015,3
0,27,13,37,1,13,14,4,2,10,84.17,0.13,0,0.0,0,1400.0,2014,12
0,3,112,2,2,14,14,4,2,250,84.17,0.12,0,0.0,4,1530.0,2014,10
0,14,139,12,13,11,21,4,2,300,84.17,0.08,0,0.0,0,250.5,2013,11
0,0,174,15,18,10,13,0,2,1,84.17,0.11,0,0.0,3,1038.5,2013,5
0,9,210,40,3,11,2,4,2,250,84.17,0.11,0,0.0,4,1310.64,2013,5
0,7,11,15,18,11,2,0,1,275,84.17,0.11,0,0.0,2,1500.0,2013,3
0,3,112,41,2,10,5,4,2,250,84.17,0.0,0,0.0,2,1750.0,2012,10
0,29,184,37,1,10,14,4,2,320,84.17,0.11,0,0.0,1,1600.0,2012,2
0,26,190,18,18,17,26,4,1,10,84.08,0.1,0,0.0,4,968.0,2016,5
0,3,112,41,2,13,5,4,3,200,84.08,0.0,0,0.0,2,1775.0,2014,11
0,9,5,15,18,13,2,4,1,1,84.08,0.1,0,0.0,10,1550.0,2014,6
0,18,246,2,0,10,26,4,2,300,84.08,0.11,1,0.0,10,1480.0,2012,9
0,8,98,37,18,10,14,0,3,100,84.08,0.09,0,0.0,15,1800.0,2012,8
0,11,65,38,12,19,5,4,2,275,84.0,0.1,0,0.0,5,1500.0,2017,5
0,9,111,40,3,15,5,4,2,275,84.0,0.12,0,0.0,7,1706.88,2015,6
0,3,112,2,2,14,14,4,2,250,84.0,0.11,2,0.0,7,1600.0,2014,12
0,9,210,40,3,13,2,0,2,250,84.0,0.1,0,0.0,1,1219.2,2014,8
0,9,210,40,3,13,2,1,2,250,84.0,0.1,0,0.0,0,1219.2,2014,6
0,3,112,2,2,13,28,4,2,250,84.0,0.12,0,0.0,0,1480.0,2014,5
0,3,245,41,2,13,5,0,2,250,84.0,0.12,0,0.0,0,1450.0,2014,5
0,3,112,41,2,13,5,4,2,138,84.0,0.12,0,0.0,3,1775.0,2014,4
0,0,265,37,18,12,27,0,2,320,84.0,0.1,0,0.0,0,1260.0,2014,1
0,3,35,41,2,11,5,4,2,270,84.0,0.11,0,0.0,1,1700.0,2013,6
0,14,24,37,13,10,22,4,2,300,84.0,0.0,0,0.0,2,1200.0,2013,3
0,14,38,44,13,10,21,4,1,150,84.0,0.0,0,0.0,0,1650.0,2012,5
0,0,265,37,8,20,2,0,2,320,83.92,0.0,0,0.0,3,890.0,2017,10
0,18,297,40,9,19,13,4,2,200,83.92,0.11,0,0.0,5,1300.0,2017,7
0,28,48,29,18,15,3,0,1,45,83.92,0.1,0,0.0,1,1350.0,2016,10
0,0,265,37,8,17,2,0,2,320,83.92,0.11,0,2.0,7,934.0,2016,8
0,26,154,33,18,15,26,4,2,20,83.92,0.11,0,0.0,3,1200.0,2016,5
0,3,112,41,2,17,28,5,2,250,83.92,0.11,1,0.0,2,442.0,2016,2
0,3,112,41,2,13,5,4,2,275,83.92,0.0,0,0.0,1,1775.0,2014,12
0,26,327,37,6,13,26,4,2,10,83.92,0.06,0,0.0,0,950.0,2014,11
0,3,245,41,2,13,5,0,2,250,83.92,0.12,0,0.0,3,1550.0,2014,1
0,18,145,2,0,10,26,4,3,250,83.92,0.11,0,0.0,2,1500.0,2012,6
0,18,151,2,0,10,26,4,2,20,83.92,0.0,0,0.0,2,1400.0,2012,4
0,3,192,41,2,19,5,4,2,275,83.83,0.0,1,0.0,6,2527.0,2017,6
0,4,279,40,19,15,5,4,0,275,83.83,0.0,0,0.0,0,1850.0,2016,6
0,26,332,24,6,17,28,5,3,167,83.83,0.0,0,0.0,0,1200.0,2016,2
0,0,265,15,8,16,27,0,2,320,83.83,0.0,0,0.0,0,1.0,2015,10
0,26,85,11,18,13,26,4,2,8,83.83,0.0,0,0.0,1,525.0,2015,4
0,8,211,37,14,13,28,0,2,320,83.83,0.12,0,0.0,4,1676.5,2015,3
0,0,265,15,18,14,2,3,2,300,83.83,0.0,0,0.0,1,1200.0,2014,10
0,4,40,2,19,11,4,4,2,250,83.83,0.1,0,0.0,3,1300.0,2014,6
0,9,210,40,3,13,2,4,2,250,83.83,0.1,0,0.0,1,1219.2,2014,5
0,0,265,37,18,12,27,0,2,320,83.83,0.1,0,0.0,0,1260.0,2013,12
0,6,223,32,18,11,28,0,1,1,83.83,0.09,0,0.0,0,800.0,2013,10
0,3,112,41,2,11,5,4,2,250,83.83,0.11,0,0.0,1,1750.0,2013,9
0,9,210,40,3,11,2,4,2,250,83.83,0.11,0,0.0,3,1310.64,2013,4
0,18,217,2,0,10,2,0,2,20,83.83,0.1,0,0.0,2,1218.0,2012,7
0,18,146,2,0,10,16,0,3,250,83.83,0.11,0,0.0,4,1300.0,2012,6
0,0,34,2,15,9,27,3,2,300,83.83,0.12,0,0.0,3,1250.0,2011,12
0,28,80,33,18,8,28,5,3,175,83.83,0.02,0,0.0,2,1499.9208,2011,9
0,0,265,37,8,20,2,0,2,320,83.75,0.11,0,0.0,5,890.0,2017,10
0,3,112,41,2,19,5,4,2,275,83.75,0.11,0,0.0,1,442.0,2017,9
0,26,329,5,18,17,26,0,2,10,83.75,0.0,0,0.0,0,750.0,2017,6
0,2,318,37,25,15,3,4,2,3,83.75,0.1,0,1.0,2,1650.0,2016,4
0,3,112,41,2,16,5,0,2,250,83.75,0.0,0,0.0,0,442.0,2015,11
0,29,303,37,24,11,2,0,2,320,83.75,0.12,0,0.0,0,1400.0,2014,6
0,32,312,32,18,11,14,4,2,18,83.75,0.12,0,0.0,1,853.44,2014,6
0,3,112,41,2,13,5,4,2,100,83.75,0.0,0,0.0,5,1775.0,2014,2
0,3,112,41,2,13,14,4,2,250,83.75,0.0,0,0.0,3,1550.0,2014,1
0,3,112,41,2,11,5,4,0,250,83.75,0.0,0,0.0,1,1750.0,2013,11
0,3,112,41,2,11,5,4,2,275,83.75,0.11,0,0.0,3,1750.0,2013,8
0,18,110,2,0,10,5,0,3,10,83.75,0.13,5,0.0,5,700.0,2012,9
0,9,226,23,18,10,5,4,1,250,83.75,0.11,0,0.0,1,1300.0,2012,5
0,3,72,41,2,25,28,5,3,250,83.75,0.06,0,0.0,1,1600.0,2011,2
0,0,265,37,8,20,2,0,2,320,83.67,0.11,0,0.0,2,890.0,2017,10
0,14,172,37,13,19,21,4,1,200,83.67,0.11,0,0.0,0,1700.0,2017,9
0,11,65,40,12,17,5,4,2,285,83.67,0.1,0,0.0,2,1400.0,2017,5
0,20,127,40,12,17,5,4,2,275,83.67,0.1,0,0.0,3,1250.0,2017,5
0,0,265,37,8,17,2,0,2,320,83.67,0.11,0,2.0,3,934.0,2016,8
0,26,153,33,18,15,5,0,1,20,83.67,0.1,0,0.0,0,1200.0,2016,5
0,28,285,2,18,13,28,4,1,1,83.67,0.12,0,0.0,0,800.0,2015,6
0,3,112,17,18,14,5,4,3,100,83.67,0.11,0,0.0,4,1625.0,2014,11
0,9,111,40,3,13,2,4,2,275,83.67,0.1,0,0.0,0,1356.6648,2014,2
0,3,113,41,2,11,5,4,2,250,83.67,0.0,0,0.0,3,1750.0,2013,10
0,3,112,41,2,11,5,4,2,250,83.67,0.0,0,0.0,1,1900.0,2013,8
0,9,210,40,3,11,2,4,2,250,83.67,0.12,1,0.0,3,1310.64,2013,5
0,9,210,40,3,11,2,4,2,250,83.67,0.11,0,0.0,2,1310.64,2013,2
0,3,112,41,2,10,5,4,2,250,83.67,0.11,0,0.0,1,1750.0,2012,11
0,9,210,2,18,10,5,0,2,250,83.67,0.11,0,0.0,1,1450.0,2012,8
0,9,210,2,3,10,2,4,2,250,83.67,0.11,0,0.0,13,1310.64,2012,7
0,18,308,2,0,10,26,4,2,48,83.67,0.12,4,0.0,11,1100.0,2012,7
0,13,86,37,20,10,26,4,2,10,83.67,0.12,0,0.0,0,1400.0,2012,5
0,9,229,40,3,10,5,4,2,250,83.67,0.1,0,0.0,0,1524.0,2012,4
0,0,265,37,8,20,2,0,2,320,83.58,0.11,0,0.0,5,890.0,2017,10
0,9,111,40,3,17,5,4,2,275,83.58,0.11,0,1.0,0,1128.3696,2016,7
0,2,318,37,25,15,3,4,2,3,83.58,0.1,0,1.0,4,1100.0,2016,4
0,3,112,41,2,15,5,4,2,275,83.58,0.12,0,0.0,3,1775.0,2015,11
0,18,50,15,4,13,5,4,2,275,83.58,0.12,1,0.0,13,1200.0,2015,5
0,8,315,37,6,13,14,4,3,250,83.58,0.0,0,0.0,7,1850.0,2015,3
0,29,87,37,24,11,20,4,2,100,83.58,0.12,0,0.0,5,1800.0,2014,6
0,3,72,41,2,13,5,0,2,250,83.58,0.0,0,0.0,0,1600.0,2014,6
0,3,245,41,2,13,5,4,2,250,83.58,0.12,0,0.0,1,1550.0,2014,3
0,3,245,41,2,13,5,4,3,250,83.58,0.0,0,0.0,0,1550.0,2014,3
0,26,274,24,6,12,26,1,2,10,83.58,0.11,0,0.0,0,1000.0,2013,12
0,3,112,41,2,10,5,4,2,275,83.58,0.11,0,0.0,3,1775.0,2012,8
0,18,307,2,0,10,26,4,3,250,83.58,0.12,0,0.0,2,1000.0,2012,6
0,3,72,41,2,10,5,0,2,250,83.58,0.11,0,0.0,4,2136.0,2012,4
0,0,265,37,15,10,4,3,0,33,83.58,0.12,0,0.0,2,1100.0,2012,1
0,3,72,41,2,17,5,4,1,50,83.5,0.0,0,0.0,5,1799.0,2017,2
0,4,279,40,19,15,5,4,0,245,83.5,0.0,0,0.0,0,1850.0,2016,6
0,3,219,41,2,17,5,0,2,250,83.5,0.0,0,0.0,0,1000.0,2016,4
0,9,210,40,3,17,2,4,1,250,83.5,0.1,0,2.0,5,1219.2,2016,3
0,3,112,41,2,15,5,4,2,180,83.5,0.12,0,0.0,4,1775.0,2015,11
0,13,21,24,18,15,24,3,1,200,83.5,0.13,0,0.0,8,1500.0,2015,9
0,3,112,41,2,13,5,4,2,275,83.5,0.11,0,0.0,0,1850.0,2015,1
0,9,17,2,19,11,5,4,2,250,83.5,0.1,0,0.0,0,1400.0,2014,12
0,3,72,41,2,13,5,4,3,250,83.5,0.0,2,0.0,0,1650.0,2014,8
0,11,65,2,12,14,5,0,2,275,83.5,0.1,0,0.0,3,1350.0,2014,4
0,3,112,41,2,11,5,4,2,250,83.5,0.0,1,0.0,1,1750.0,2013,4
0,18,307,2,0,10,2,0,2,10,83.5,0.13,0,0.0,14,1170.0,2012,8
0,18,57,2,0,10,26,3,2,10,83.5,0.11,0,0.0,12,940.0,2012,8
0,18,291,2,0,10,15,4,2,15,83.5,0.12,0,0.0,0,1400.0,2012,7
0,9,17,40,3,10,5,4,2,275,83.5,0.1,0,0.0,5,1524.0,2012,4
0,3,112,41,2,10,5,4,2,175,83.5,0.11,0,0.0,0,1775.0,2012,2
0,9,210,15,18,10,2,4,2,250,83.5,0.0,3,0.0,12,1402.08,2012,2
0,13,26,37,20,22,28,5,3,10,83.5,0.0,0,0.0,0,1600.0,2010,11
0,3,112,21,2,20,5,4,2,300,83.42,0.0,0,2.0,1,439.0,2017,11
0,9,237,40,3,19,2,4,2,50,83.42,0.1,0,0.0,3,1700.0,2017,8
0,4,279,40,19,17,5,4,0,275,83.42,0.09,0,0.0,4,1850.0,2017,2
0,29,87,7,24,15,20,4,2,20,83.42,0.11,0,0.0,1,1800.0,2016,7
0,28,285,20,21,15,3,4,1,500,83.42,0.13,0,0.0,0,1200.0,2016,6
0,7,11,40,16,17,2,4,3,275,83.42,0.11,0,0.0,0,1330.0,2016,4
0,3,112,41,2,15,5,0,2,275,83.42,0.12,4,0.0,0,442.0,2015,4
0,27,135,37,1,13,2,4,2,39,83.42,0.13,0,0.0,4,1600.0,2014,12
0,3,112,41,2,14,5,4,2,250,83.42,0.12,0,0.0,1,1813.0,2014,10
0,9,210,40,3,11,2,0,2,250,83.42,0.1,0,0.0,1,1219.2,2014,8
0,9,9,40,3,13,5,4,2,250,83.42,0.1,0,0.0,2,1500.0,2014,2
0,9,210,40,3,11,2,4,2,250,83.42,0.11,0,0.0,0,1310.64,2013,7
0,3,72,41,2,10,5,4,2,250,83.42,0.11,0,0.0,2,1450.0,2012,6
0,3,112,41,2,17,5,4,3,275,83.33,0.0,0,1.0,0,1650.0,2016,11
0,0,265,15,18,16,4,3,2,10,83.33,0.1,1,0.0,5,1227.0,2015,10
0,18,49,2,4,13,5,4,2,275,83.33,0.12,0,0.0,2,1200.0,2015,7
0,3,245,41,2,15,5,4,2,275,83.33,0.11,0,0.0,1,1650.0,2015,4
0,27,13,37,1,13,14,3,2,10,83.33,0.12,0,0.0,6,1700.0,2014,12
0,18,297,2,0,11,14,4,2,200,83.33,0.12,0,0.0,0,1100.0,2014,7
0,4,240,23,18,13,5,4,2,250,83.33,0.12,0,0.0,3,1300.0,2014,4
0,4,40,2,19,11,4,4,2,250,83.33,0.11,0,0.0,3,1200.0,2014,2
